sample,timestamp,voltage
1,2026-01-27 19:41:34.805157,-0.1483154296875
2,2026-01-27 19:41:34.815334,-0.1068115234375
3,2026-01-27 19:41:34.825248,0.11871337890625
4,2026-01-27 19:41:34.834007,0.1251220703125
5,2026-01-27 19:41:34.844108,-0.0921630859375
6,2026-01-27 19:41:34.853604,-0.05096435546875
7,2026-01-27 19:41:34.864001,-0.07049560546875
8,2026-01-27 19:41:34.873766,0.07049560546875
9,2026-01-27 19:41:34.884427,-0.08697509765625
10,2026-01-27 19:41:34.894375,-0.147705078125
11,2026-01-27 19:41:34.905285,-0.05706787109375
12,2026-01-27 19:41:34.915049,-0.06439208984375
13,2026-01-27 19:41:34.927482,-0.10284423828125
14,2026-01-27 19:41:34.938948,0.0689697265625
15,2026-01-27 19:41:34.951279,0.0579833984375
16,2026-01-27 19:41:34.962457,-0.00030517578125
17,2026-01-27 19:41:34.971887,0.1416015625
18,2026-01-27 19:41:34.981776,-0.09368896484375
19,2026-01-27 19:41:34.991706,-0.09613037109375
20,2026-01-27 19:41:35.001065,0.07110595703125
21,2026-01-27 19:41:35.011767,0.0897216796875
22,2026-01-27 19:41:35.021893,-0.06134033203125
23,2026-01-27 19:41:35.033245,0.0933837890625
24,2026-01-27 19:41:35.043444,-0.14373779296875
25,2026-01-27 19:41:35.053916,0.1458740234375
26,2026-01-27 19:41:35.065366,-0.09552001953125
27,2026-01-27 19:41:35.076662,0.079345703125
28,2026-01-27 19:41:35.086895,-0.07598876953125
29,2026-01-27 19:41:35.096631,0.03753662109375
30,2026-01-27 19:41:35.106437,-0.0909423828125
31,2026-01-27 19:41:35.117056,-0.015869140625
32,2026-01-27 19:41:35.127620,-0.0665283203125
33,2026-01-27 19:41:35.137896,-0.02532958984375
34,2026-01-27 19:41:35.147571,0.05462646484375
35,2026-01-27 19:41:35.157919,0.0537109375
36,2026-01-27 19:41:35.167866,0.0823974609375
37,2026-01-27 19:41:35.178081,0.03875732421875
38,2026-01-27 19:41:35.188193,-0.02349853515625
39,2026-01-27 19:41:35.198027,-0.0665283203125
40,2026-01-27 19:41:35.207029,0.09002685546875
41,2026-01-27 19:41:35.217835,0.04119873046875
42,2026-01-27 19:41:35.228915,0.04180908203125
43,2026-01-27 19:41:35.238661,0.0604248046875
44,2026-01-27 19:41:35.248436,-0.04547119140625
45,2026-01-27 19:41:35.258285,0.05767822265625
46,2026-01-27 19:41:35.268456,-0.08209228515625
47,2026-01-27 19:41:35.278637,-0.0018310546875
48,2026-01-27 19:41:35.289223,-0.0830078125
49,2026-01-27 19:41:35.298444,0.0714111328125
50,2026-01-27 19:41:35.308792,0.00274658203125
51,2026-01-27 19:41:35.320305,-0.07781982421875
52,2026-01-27 19:41:35.330268,-0.0787353515625
53,2026-01-27 19:41:35.340433,0.072021484375
54,2026-01-27 19:41:35.350339,0.05340576171875
55,2026-01-27 19:41:35.360455,-0.11077880859375
56,2026-01-27 19:41:35.370918,0.076904296875
57,2026-01-27 19:41:35.382311,0.05859375
58,2026-01-27 19:41:35.392693,-0.06622314453125
59,2026-01-27 19:41:35.402045,-0.10040283203125
60,2026-01-27 19:41:35.411404,0.11566162109375
61,2026-01-27 19:41:35.421319,0.09368896484375
62,2026-01-27 19:41:35.432275,0.0341796875
63,2026-01-27 19:41:35.441436,0.05706787109375
64,2026-01-27 19:41:35.452122,0.0714111328125
65,2026-01-27 19:41:35.462392,-0.07415771484375
66,2026-01-27 19:41:35.472751,0.0738525390625
67,2026-01-27 19:41:35.482648,-0.03082275390625
68,2026-01-27 19:41:35.492078,0.12176513671875
69,2026-01-27 19:41:35.501350,0.0518798828125
70,2026-01-27 19:41:35.511752,0.0921630859375
71,2026-01-27 19:41:35.522941,0.10772705078125
72,2026-01-27 19:41:35.532348,0.06622314453125
73,2026-01-27 19:41:35.542635,-0.1446533203125
74,2026-01-27 19:41:35.552701,-0.11199951171875
75,2026-01-27 19:41:35.562518,-0.12451171875
76,2026-01-27 19:41:35.571935,0.13092041015625
77,2026-01-27 19:41:35.581296,0.10833740234375
78,2026-01-27 19:41:35.591810,0.072021484375
79,2026-01-27 19:41:35.601784,0.1141357421875
80,2026-01-27 19:41:35.611579,0.1129150390625
81,2026-01-27 19:41:35.621913,0.07965087890625
82,2026-01-27 19:41:35.631779,0.0543212890625
83,2026-01-27 19:41:35.641898,-0.11993408203125
84,2026-01-27 19:41:35.651587,-0.01220703125
85,2026-01-27 19:41:35.661464,-0.08758544921875
86,2026-01-27 19:41:35.671815,0.07110595703125
87,2026-01-27 19:41:35.681360,-0.059814453125
88,2026-01-27 19:41:35.691584,-0.10467529296875
89,2026-01-27 19:41:35.701297,0.0
90,2026-01-27 19:41:35.711435,-0.0927734375
91,2026-01-27 19:41:35.721278,-0.133056640625
92,2026-01-27 19:41:35.731525,-0.02899169921875
93,2026-01-27 19:41:35.741612,-0.10498046875
94,2026-01-27 19:41:35.751338,0.08270263671875
95,2026-01-27 19:41:35.762238,0.052490234375
96,2026-01-27 19:41:35.772480,-0.0750732421875
97,2026-01-27 19:41:35.782939,-0.108642578125
98,2026-01-27 19:41:35.792775,-0.10162353515625
