sample,timestamp,voltage
1,2026-01-23 18:50:08.240279,-0.31219482421875
2,2026-01-23 18:50:09.250016,-0.30792236328125
3,2026-01-23 18:50:10.259678,-0.32745361328125
4,2026-01-23 18:50:11.269419,-0.3271484375
5,2026-01-23 18:50:12.280294,-0.33050537109375
6,2026-01-23 18:50:13.289771,-0.32440185546875
7,2026-01-23 18:50:14.299414,-0.32196044921875
8,2026-01-23 18:50:15.309919,-0.32196044921875
9,2026-01-23 18:50:16.320881,-0.3216552734375
10,2026-01-23 18:50:17.330952,-0.322265625
11,2026-01-23 18:50:18.342785,-0.32684326171875
12,2026-01-23 18:50:19.352539,-0.3289794921875
13,2026-01-23 18:50:20.364398,-0.32928466796875
14,2026-01-23 18:50:21.375367,-0.3314208984375
15,2026-01-23 18:50:22.385161,-0.330810546875
16,2026-01-23 18:50:23.397250,-0.330810546875
17,2026-01-23 18:50:24.412381,-0.3314208984375
18,2026-01-23 18:50:25.424381,-0.3314208984375
19,2026-01-23 18:50:26.436452,-0.335693359375
20,2026-01-23 18:50:27.448510,-0.33905029296875
21,2026-01-23 18:50:28.467616,-0.33905029296875
22,2026-01-23 18:50:29.479383,-0.33905029296875
23,2026-01-23 18:50:30.492092,-0.33721923828125
24,2026-01-23 18:50:31.503157,-0.34027099609375
25,2026-01-23 18:50:32.515498,-0.3375244140625
26,2026-01-23 18:50:33.535674,-0.33111572265625
27,2026-01-23 18:50:34.545630,-0.32501220703125
28,2026-01-23 18:50:35.557932,-0.3228759765625
29,2026-01-23 18:50:36.570839,-0.32318115234375
30,2026-01-23 18:50:37.588323,-0.33355712890625
31,2026-01-23 18:50:38.600199,-0.32989501953125
32,2026-01-23 18:50:39.612590,-0.3277587890625
33,2026-01-23 18:50:40.624310,-0.328369140625
34,2026-01-23 18:50:41.636983,-0.3265380859375
35,2026-01-23 18:50:42.655580,-0.32318115234375
36,2026-01-23 18:50:43.666489,-0.3228759765625
37,2026-01-23 18:50:44.679374,-0.3240966796875
38,2026-01-23 18:50:45.703563,-0.323486328125
39,2026-01-23 18:50:46.728547,-0.3240966796875
40,2026-01-23 18:50:47.751842,-0.3228759765625
41,2026-01-23 18:50:48.772638,-0.32257080078125
42,2026-01-23 18:50:49.799274,-0.32196044921875
43,2026-01-23 18:50:50.818827,-0.3192138671875
44,2026-01-23 18:50:51.830658,-0.321044921875
45,2026-01-23 18:50:52.843719,-0.31951904296875
46,2026-01-23 18:50:53.854484,-0.31707763671875
47,2026-01-23 18:50:54.868684,-0.3155517578125
48,2026-01-23 18:50:55.879437,-0.32379150390625
49,2026-01-23 18:50:56.891296,-0.32073974609375
50,2026-01-23 18:50:57.904284,-0.31646728515625
51,2026-01-23 18:50:58.930985,-0.3125
52,2026-01-23 18:50:59.946049,-0.31402587890625
53,2026-01-23 18:51:00.957953,-0.3143310546875
54,2026-01-23 18:51:01.969600,-0.31646728515625
55,2026-01-23 18:51:02.983393,-0.32073974609375
56,2026-01-23 18:51:04.008407,-0.32257080078125
57,2026-01-23 18:51:05.021797,-0.32012939453125
58,2026-01-23 18:51:06.042560,-0.31829833984375
59,2026-01-23 18:51:07.055557,-0.32196044921875
60,2026-01-23 18:51:08.070534,-0.32257080078125
61,2026-01-23 18:51:09.086136,-0.32318115234375
62,2026-01-23 18:51:10.097093,-0.32196044921875
63,2026-01-23 18:51:11.109636,-0.3216552734375
64,2026-01-23 18:51:12.121520,-0.322265625
65,2026-01-23 18:51:13.133640,-0.322265625
66,2026-01-23 18:51:14.145342,-0.32196044921875
67,2026-01-23 18:51:15.164033,-0.3216552734375
68,2026-01-23 18:51:16.175677,-0.322265625
69,2026-01-23 18:51:17.185396,-0.32196044921875
70,2026-01-23 18:51:18.195063,-0.321044921875
71,2026-01-23 18:51:19.205274,-0.321044921875
72,2026-01-23 18:51:20.215851,-0.321044921875
73,2026-01-23 18:51:21.226388,-0.32135009765625
74,2026-01-23 18:51:22.237232,-0.32196044921875
75,2026-01-23 18:51:23.246661,-0.32135009765625
76,2026-01-23 18:51:24.255985,-0.3192138671875
77,2026-01-23 18:51:25.265272,-0.3131103515625
78,2026-01-23 18:51:26.276349,-0.32318115234375
79,2026-01-23 18:51:27.287463,-0.3271484375
80,2026-01-23 18:51:28.297927,-0.32470703125
81,2026-01-23 18:51:29.307438,-0.32196044921875
82,2026-01-23 18:51:30.317142,-0.3216552734375
83,2026-01-23 18:51:31.329112,-0.32196044921875
84,2026-01-23 18:51:32.339947,-0.3216552734375
85,2026-01-23 18:51:33.350458,-0.32012939453125
86,2026-01-23 18:51:34.360316,-0.318603515625
87,2026-01-23 18:51:35.371245,-0.318603515625
88,2026-01-23 18:51:36.380420,-0.3216552734375
89,2026-01-23 18:51:37.391415,-0.321044921875
90,2026-01-23 18:51:38.401925,-0.31982421875
91,2026-01-23 18:51:39.412321,-0.3192138671875
92,2026-01-23 18:51:40.422877,-0.31707763671875
93,2026-01-23 18:51:41.433928,-0.31585693359375
94,2026-01-23 18:51:42.444921,-0.31829833984375
95,2026-01-23 18:51:43.457017,-0.322265625
96,2026-01-23 18:51:44.466739,-0.32318115234375
97,2026-01-23 18:51:45.478304,-0.32135009765625
98,2026-01-23 18:51:46.489439,-0.323486328125
99,2026-01-23 18:51:47.499276,-0.3155517578125
100,2026-01-23 18:51:48.509251,-0.31829833984375
