sample,timestamp,voltage
1,2026-01-27 19:28:19.691905,-0.0885009765625
2,2026-01-27 19:28:19.703009,-0.08087158203125
3,2026-01-27 19:28:19.712109,-0.08941650390625
4,2026-01-27 19:28:19.720978,-0.02899169921875
5,2026-01-27 19:28:19.732845,-0.01434326171875
6,2026-01-27 19:28:19.742896,-0.04364013671875
7,2026-01-27 19:28:19.753855,0.010986328125
8,2026-01-27 19:28:19.765232,-0.089111328125
9,2026-01-27 19:28:19.775991,0.10162353515625
10,2026-01-27 19:28:19.786846,-0.05096435546875
11,2026-01-27 19:28:19.796628,-0.05096435546875
12,2026-01-27 19:28:19.807745,0.0787353515625
13,2026-01-27 19:28:19.817570,-0.107421875
14,2026-01-27 19:28:19.827011,0.0238037109375
15,2026-01-27 19:28:19.836252,-0.1214599609375
16,2026-01-27 19:28:19.846454,0.0897216796875
17,2026-01-27 19:28:19.856588,0.0177001953125
18,2026-01-27 19:28:19.865834,-0.0897216796875
19,2026-01-27 19:28:19.875753,-0.07354736328125
20,2026-01-27 19:28:19.885985,0.009765625
21,2026-01-27 19:28:19.896103,0.0653076171875
22,2026-01-27 19:28:19.906366,0.08056640625
23,2026-01-27 19:28:19.916595,0.0079345703125
24,2026-01-27 19:28:19.927266,-0.06195068359375
25,2026-01-27 19:28:19.937605,-0.1312255859375
26,2026-01-27 19:28:19.947040,-0.0982666015625
27,2026-01-27 19:28:19.957341,0.107421875
28,2026-01-27 19:28:19.967629,-0.06866455078125
29,2026-01-27 19:28:19.976979,-0.1318359375
30,2026-01-27 19:28:19.986987,-0.101318359375
31,2026-01-27 19:28:19.997009,0.1129150390625
32,2026-01-27 19:28:20.005996,-0.10040283203125
33,2026-01-27 19:28:20.016285,-0.04150390625
34,2026-01-27 19:28:20.026423,-0.03082275390625
35,2026-01-27 19:28:20.036704,-0.006103515625
36,2026-01-27 19:28:20.046144,-0.0762939453125
37,2026-01-27 19:28:20.056445,0.04058837890625
38,2026-01-27 19:28:20.066945,0.0738525390625
39,2026-01-27 19:28:20.075878,0.00244140625
40,2026-01-27 19:28:20.086275,-0.08270263671875
41,2026-01-27 19:28:20.096066,0.05157470703125
42,2026-01-27 19:28:20.104977,-0.0946044921875
43,2026-01-27 19:28:20.115001,-0.06103515625
44,2026-01-27 19:28:20.125260,0.0860595703125
45,2026-01-27 19:28:20.136209,0.05462646484375
46,2026-01-27 19:28:20.146438,0.06744384765625
47,2026-01-27 19:28:20.157008,-0.02166748046875
48,2026-01-27 19:28:20.169411,-0.1397705078125
49,2026-01-27 19:28:20.180860,0.047607421875
50,2026-01-27 19:28:20.191558,-0.03570556640625
51,2026-01-27 19:28:20.203129,0.05889892578125
52,2026-01-27 19:28:20.213231,0.0787353515625
53,2026-01-27 19:28:20.223366,-0.0286865234375
54,2026-01-27 19:28:20.233536,-0.07904052734375
55,2026-01-27 19:28:20.243765,-0.0970458984375
56,2026-01-27 19:28:20.253840,0.086669921875
57,2026-01-27 19:28:20.264231,-0.05401611328125
58,2026-01-27 19:28:20.274755,0.09002685546875
59,2026-01-27 19:28:20.286141,-0.00762939453125
60,2026-01-27 19:28:20.296105,-0.0848388671875
61,2026-01-27 19:28:20.306416,-0.03082275390625
62,2026-01-27 19:28:20.317379,-0.01251220703125
63,2026-01-27 19:28:20.326987,0.0469970703125
64,2026-01-27 19:28:20.337246,-0.01190185546875
65,2026-01-27 19:28:20.347429,-0.13458251953125
66,2026-01-27 19:28:20.358526,-0.103759765625
67,2026-01-27 19:28:20.369566,-0.032958984375
68,2026-01-27 19:28:20.380286,0.02716064453125
69,2026-01-27 19:28:20.390873,0.07110595703125
70,2026-01-27 19:28:20.400120,-0.15045166015625
71,2026-01-27 19:28:20.410505,-0.009765625
72,2026-01-27 19:28:20.420229,-0.00640869140625
73,2026-01-27 19:28:20.430100,0.14892578125
74,2026-01-27 19:28:20.439956,0.14739990234375
75,2026-01-27 19:28:20.449306,0.023193359375
76,2026-01-27 19:28:20.459215,0.02593994140625
77,2026-01-27 19:28:20.469533,0.0006103515625
78,2026-01-27 19:28:20.479520,-0.1495361328125
79,2026-01-27 19:28:20.489868,-0.14373779296875
80,2026-01-27 19:28:20.499315,0.14556884765625
81,2026-01-27 19:28:20.509119,-0.03448486328125
82,2026-01-27 19:28:20.519554,0.00579833984375
83,2026-01-27 19:28:20.528983,-0.01251220703125
84,2026-01-27 19:28:20.538111,0.146484375
85,2026-01-27 19:28:20.549410,0.0994873046875
86,2026-01-27 19:28:20.559300,0.146484375
87,2026-01-27 19:28:20.569854,-0.08514404296875
88,2026-01-27 19:28:20.579282,-0.01800537109375
89,2026-01-27 19:28:20.590317,-0.1397705078125
90,2026-01-27 19:28:20.600238,0.0164794921875
91,2026-01-27 19:28:20.610253,0.1361083984375
92,2026-01-27 19:28:20.620111,0.00640869140625
93,2026-01-27 19:28:20.629957,-0.1080322265625
94,2026-01-27 19:28:20.639630,-0.145263671875
95,2026-01-27 19:28:20.649130,0.05035400390625
96,2026-01-27 19:28:20.657626,-0.126953125
97,2026-01-27 19:28:20.666778,-0.10772705078125
98,2026-01-27 19:28:20.676698,0.05859375
99,2026-01-27 19:28:20.685901,0.03387451171875
100,2026-01-27 19:28:20.695928,0.0994873046875
101,2026-01-27 19:28:20.705116,0.07781982421875
102,2026-01-27 19:28:20.714925,0.08544921875
103,2026-01-27 19:28:20.724697,0.02593994140625
104,2026-01-27 19:28:20.734940,0.07904052734375
105,2026-01-27 19:28:20.744965,0.018310546875
106,2026-01-27 19:28:20.754991,-0.115966796875
107,2026-01-27 19:28:20.765233,-0.0799560546875
108,2026-01-27 19:28:20.774880,-0.09246826171875
109,2026-01-27 19:28:20.784909,-0.04150390625
110,2026-01-27 19:28:20.794532,0.07965087890625
111,2026-01-27 19:28:20.804392,-0.03814697265625
112,2026-01-27 19:28:20.814559,0.03631591796875
113,2026-01-27 19:28:20.825026,0.09765625
114,2026-01-27 19:28:20.834237,-0.0103759765625
115,2026-01-27 19:28:20.844405,0.0970458984375
116,2026-01-27 19:28:20.854570,-0.11260986328125
117,2026-01-27 19:28:20.864914,-0.08575439453125
118,2026-01-27 19:28:20.875924,0.0421142578125
119,2026-01-27 19:28:20.886282,0.0262451171875
120,2026-01-27 19:28:20.896913,0.0457763671875
121,2026-01-27 19:28:20.910239,-0.06805419921875
122,2026-01-27 19:28:20.920291,-0.1458740234375
123,2026-01-27 19:28:20.931852,-0.03631591796875
124,2026-01-27 19:28:20.941594,-0.08636474609375
125,2026-01-27 19:28:20.952000,0.06866455078125
126,2026-01-27 19:28:20.960849,-0.1092529296875
127,2026-01-27 19:28:20.970701,0.0653076171875
