Frequency;CurrentSet;Current;Voltage Drop;Crack size
30.0;200.0;5013.0;4494.0;2.5
30.0;200.0;5015.0;4495.0;2.5
30.0;200.0;5015.0;4495.0;2.5
30.0;200.0;5016.0;4495.0;2.5
30.0;200.0;5016.0;4494.0;2.5
30.0;200.0;5017.0;4495.0;2.5
30.0;200.0;5015.0;4494.0;2.5
30.0;200.0;5014.0;4494.0;2.5
30.0;200.0;5015.0;4494.0;2.5
30.0;200.0;5013.0;4494.0;2.5
30.0;250.0;8896.0;5606.0;2.5
30.0;250.0;8898.0;5607.0;2.5
30.0;250.0;8897.0;5607.0;2.5
30.0;250.0;8899.0;5607.0;2.5
30.0;250.0;8896.0;5608.0;2.5
30.0;250.0;8897.0;5607.0;2.5
30.0;250.0;8896.0;5608.0;2.5
30.0;250.0;8896.0;5607.0;2.5
30.0;250.0;8896.0;5607.0;2.5
30.0;250.0;8896.0;5607.0;2.5
30.0;250.0;8895.0;5606.0;2.5
30.0;250.0;8898.0;5606.0;2.5
30.0;250.0;8898.0;5607.0;2.5
30.0;250.0;8896.0;5606.0;2.5
30.0;250.0;8900.0;5607.0;2.5
30.0;250.0;8899.0;5606.0;2.5
30.0;250.0;8896.0;5606.0;2.5
30.0;250.0;8896.0;5606.0;2.5
30.0;250.0;8897.0;5606.0;2.5
30.0;250.0;8895.0;5606.0;2.5
30.0;250.0;8900.0;5607.0;2.5
30.0;250.0;8898.0;5606.0;2.5
30.0;250.0;8898.0;5607.0;2.5
30.0;250.0;8897.0;5605.0;2.5
30.0;250.0;8895.0;5605.0;2.5
30.0;250.0;8897.0;5607.0;2.5
30.0;250.0;8898.0;5607.0;2.5
30.0;250.0;8898.0;5607.0;2.5
30.0;250.0;8898.0;5605.0;2.5
30.0;250.0;8897.0;5605.0;2.5
30.0;250.0;8898.0;5605.0;2.5
30.0;250.0;8898.0;5605.0;2.5
30.0;250.0;8897.0;5605.0;2.5
30.0;250.0;8897.0;5605.0;2.5
30.0;250.0;8896.0;5603.0;2.5
30.0;250.0;8895.0;5604.0;2.5
30.0;250.0;8897.0;5603.0;2.5
30.0;250.0;8900.0;5604.0;2.5
30.0;250.0;8896.0;5603.0;2.5
30.0;250.0;8898.0;5603.0;2.5
30.0;250.0;8898.0;5603.0;2.5
30.0;250.0;8898.0;5604.0;2.5
30.0;250.0;8898.0;5605.0;2.5
30.0;250.0;8898.0;5606.0;2.5
30.0;250.0;8897.0;5606.0;2.5
30.0;250.0;8895.0;5605.0;2.5
30.0;250.0;8898.0;5607.0;2.5
30.0;250.0;8897.0;5604.0;2.5
30.0;250.0;8898.0;5605.0;2.5
30.0;250.0;8897.0;5606.0;2.5
30.0;250.0;8898.0;5605.0;2.5
30.0;250.0;8896.0;5606.0;2.5
30.0;250.0;8898.0;5606.0;2.5
30.0;250.0;8897.0;5605.0;2.5
30.0;250.0;8895.0;5605.0;2.5
30.0;250.0;8896.0;5606.0;2.5
30.0;250.0;8898.0;5606.0;2.5
30.0;250.0;8897.0;5606.0;2.5
30.0;250.0;8897.0;5605.0;2.5
30.0;250.0;8897.0;5604.0;2.5
30.0;250.0;8898.0;5604.0;2.5
30.0;250.0;8897.0;5604.0;2.5
30.0;250.0;8896.0;5604.0;2.5
30.0;250.0;8895.0;5604.0;2.5
30.0;250.0;8894.0;5604.0;2.5
30.0;250.0;8899.0;5604.0;2.5
30.0;250.0;8896.0;5603.0;2.5
30.0;250.0;8895.0;5603.0;2.5
30.0;250.0;8899.0;5603.0;2.5
30.0;250.0;8896.0;5603.0;2.5
30.0;250.0;8896.0;5602.0;2.5
30.0;250.0;8896.0;5602.0;2.5
30.0;250.0;8897.0;5602.0;2.5
30.0;250.0;8899.0;5600.0;2.5
30.0;250.0;8899.0;5602.0;2.5
30.0;250.0;8898.0;5601.0;2.5
30.0;250.0;8897.0;5601.0;2.5
30.0;250.0;8895.0;5600.0;2.5
30.0;250.0;8897.0;5601.0;2.5
30.0;250.0;8896.0;5600.0;2.5
30.0;250.0;8896.0;5601.0;2.5
30.0;250.0;8898.0;5601.0;2.5
30.0;250.0;8896.0;5600.0;2.5
30.0;250.0;8894.0;5600.0;2.5
30.0;250.0;8897.0;5601.0;2.5
30.0;250.0;8897.0;5602.0;2.5
30.0;250.0;8896.0;5601.0;2.5
30.0;250.0;8900.0;5601.0;2.5
30.0;250.0;8897.0;5601.0;2.5
30.0;250.0;8897.0;5601.0;2.5
30.0;250.0;8897.0;5600.0;2.5
30.0;250.0;8898.0;5601.0;2.5
30.0;250.0;8897.0;5599.0;2.5
30.0;250.0;8896.0;5598.0;2.5
30.0;250.0;8897.0;5599.0;2.5
30.0;250.0;8897.0;5599.0;2.5
30.0;300.0;12740.0;6610.0;2.5
30.0;300.0;12741.0;6611.0;2.5
30.0;300.0;12740.0;6611.0;2.5
30.0;300.0;12739.0;6611.0;2.5
30.0;300.0;12740.0;6610.0;2.5
30.0;300.0;12739.0;6611.0;2.5
30.0;300.0;12739.0;6611.0;2.5
30.0;300.0;12739.0;6610.0;2.5
30.0;300.0;12741.0;6611.0;2.5
30.0;300.0;12747.0;6613.0;2.5
30.0;300.0;12741.0;6613.0;2.5
30.0;300.0;12742.0;6613.0;2.5
30.0;300.0;12740.0;6613.0;2.5
30.0;300.0;12742.0;6614.0;2.5
30.0;300.0;12738.0;6613.0;2.5
30.0;300.0;12740.0;6612.0;2.5
30.0;300.0;12742.0;6613.0;2.5
30.0;300.0;12743.0;6613.0;2.5
30.0;300.0;12740.0;6613.0;2.5
30.0;300.0;12740.0;6612.0;2.5
30.0;300.0;12739.0;6612.0;2.5
30.0;300.0;12737.0;6613.0;2.5
30.0;300.0;12741.0;6614.0;2.5
30.0;300.0;12741.0;6613.0;2.5
30.0;300.0;12739.0;6612.0;2.5
30.0;300.0;12738.0;6613.0;2.5
30.0;300.0;12742.0;6614.0;2.5
30.0;300.0;12739.0;6613.0;2.5
30.0;300.0;12737.0;6612.0;2.5
30.0;300.0;12739.0;6612.0;2.5
30.0;300.0;12742.0;6613.0;2.5
30.0;300.0;12738.0;6613.0;2.5
30.0;300.0;12739.0;6613.0;2.5
30.0;300.0;12741.0;6613.0;2.5
30.0;300.0;12742.0;6612.0;2.5
30.0;300.0;12740.0;6612.0;2.5
30.0;300.0;12742.0;6614.0;2.5
30.0;300.0;12738.0;6612.0;2.5
30.0;300.0;12740.0;6613.0;2.5
30.0;300.0;12741.0;6612.0;2.5
30.0;300.0;12739.0;6611.0;2.5
30.0;300.0;12740.0;6613.0;2.5
30.0;300.0;12740.0;6612.0;2.5
30.0;300.0;12739.0;6612.0;2.5
30.0;300.0;12740.0;6612.0;2.5
30.0;300.0;12741.0;6612.0;2.5
30.0;300.0;12737.0;6612.0;2.5
30.0;300.0;12739.0;6614.0;2.5
30.0;300.0;12739.0;6611.0;2.5
30.0;300.0;12739.0;6612.0;2.5
30.0;300.0;12744.0;6612.0;2.5
30.0;300.0;12739.0;6613.0;2.5
30.0;300.0;12741.0;6612.0;2.5
30.0;300.0;12741.0;6613.0;2.5
30.0;300.0;12739.0;6613.0;2.5
30.0;300.0;12740.0;6611.0;2.5
30.0;300.0;12740.0;6612.0;2.5
30.0;300.0;12738.0;6612.0;2.5
30.0;300.0;12738.0;6612.0;2.5
30.0;300.0;12740.0;6613.0;2.5
30.0;300.0;12736.0;6612.0;2.5
30.0;300.0;12739.0;6612.0;2.5
30.0;300.0;12741.0;6612.0;2.5
30.0;300.0;12738.0;6611.0;2.5
30.0;300.0;12741.0;6612.0;2.5
30.0;300.0;12739.0;6611.0;2.5
30.0;300.0;12743.0;6612.0;2.5
30.0;300.0;12740.0;6611.0;2.5
30.0;300.0;12740.0;6611.0;2.5
30.0;300.0;12740.0;6611.0;2.5
30.0;300.0;12744.0;6612.0;2.5
30.0;300.0;12740.0;6613.0;2.5
30.0;300.0;12738.0;6611.0;2.5
30.0;300.0;12741.0;6611.0;2.5
30.0;300.0;12738.0;6610.0;2.5
30.0;300.0;12741.0;6611.0;2.5
30.0;300.0;12740.0;6611.0;2.5
30.0;300.0;12739.0;6610.0;2.5
30.0;300.0;12739.0;6610.0;2.5
30.0;300.0;12738.0;6610.0;2.5
30.0;300.0;12739.0;6610.0;2.5
30.0;300.0;12738.0;6609.0;2.5
30.0;300.0;12738.0;6609.0;2.5
30.0;300.0;12748.0;6610.0;2.5
30.0;300.0;12739.0;6611.0;2.5
30.0;300.0;12738.0;6610.0;2.5
30.0;300.0;12739.0;6611.0;2.5
30.0;300.0;12739.0;6610.0;2.5
30.0;300.0;12739.0;6609.0;2.5
30.0;300.0;12734.0;6608.0;2.5
30.0;300.0;12737.0;6608.0;2.5
30.0;300.0;12739.0;6607.0;2.5
30.0;300.0;12743.0;6609.0;2.5
30.0;300.0;12739.0;6610.0;2.5
30.0;300.0;12740.0;6610.0;2.5
30.0;300.0;12742.0;6609.0;2.5
30.0;320.0;14029.0;6927.0;2.5
30.0;320.0;14029.0;6927.0;2.5
30.0;320.0;14028.0;6926.0;2.5
30.0;320.0;14034.0;6928.0;2.5
30.0;320.0;14029.0;6927.0;2.5
30.0;320.0;14028.0;6927.0;2.5
30.0;320.0;14036.0;6928.0;2.5
30.0;320.0;14031.0;6927.0;2.5
30.0;320.0;14032.0;6926.0;2.5
30.0;320.0;14031.0;6926.0;2.5
30.0;320.0;14030.0;6927.0;2.5
30.0;320.0;14030.0;6926.0;2.5
30.0;320.0;14030.0;6926.0;2.5
30.0;320.0;14030.0;6926.0;2.5
30.0;320.0;14028.0;6926.0;2.5
30.0;320.0;14031.0;6926.0;2.5
30.0;320.0;14029.0;6925.0;2.5
30.0;320.0;14031.0;6926.0;2.5
30.0;320.0;14033.0;6928.0;2.5
30.0;320.0;14031.0;6927.0;2.5
30.0;320.0;14030.0;6927.0;2.5
30.0;320.0;14030.0;6926.0;2.5
30.0;320.0;14033.0;6927.0;2.5
30.0;320.0;14032.0;6928.0;2.5
30.0;320.0;14033.0;6928.0;2.5
30.0;320.0;14032.0;6928.0;2.5
30.0;320.0;14029.0;6928.0;2.5
30.0;320.0;14030.0;6929.0;2.5
30.0;320.0;14028.0;6929.0;2.5
30.0;320.0;14030.0;6927.0;2.5
30.0;320.0;14031.0;6928.0;2.5
30.0;320.0;14032.0;6928.0;2.5
30.0;320.0;14029.0;6927.0;2.5
30.0;320.0;14029.0;6928.0;2.5
30.0;320.0;14029.0;6928.0;2.5
30.0;320.0;14031.0;6928.0;2.5
30.0;320.0;14029.0;6927.0;2.5
30.0;320.0;14031.0;6928.0;2.5
30.0;320.0;14031.0;6927.0;2.5
30.0;320.0;14035.0;6929.0;2.5
30.0;320.0;14032.0;6929.0;2.5
30.0;320.0;14032.0;6928.0;2.5
30.0;320.0;14032.0;6927.0;2.5
30.0;320.0;14028.0;6928.0;2.5
30.0;320.0;14033.0;6929.0;2.5
30.0;320.0;14028.0;6928.0;2.5
30.0;320.0;14031.0;6929.0;2.5
30.0;320.0;14030.0;6928.0;2.5
30.0;320.0;14026.0;6928.0;2.5
30.0;320.0;14032.0;6928.0;2.5
30.0;320.0;14032.0;6928.0;2.5
30.0;320.0;14033.0;6930.0;2.5
30.0;320.0;14029.0;6929.0;2.5
30.0;320.0;14022.0;6926.0;2.5
30.0;320.0;14033.0;6926.0;2.5
30.0;320.0;14037.0;6927.0;2.5
30.0;320.0;14031.0;6926.0;2.5
30.0;320.0;14029.0;6926.0;2.5
30.0;320.0;14033.0;6926.0;2.5
30.0;320.0;14030.0;6926.0;2.5
30.0;320.0;14034.0;6928.0;2.5
30.0;320.0;14033.0;6928.0;2.5
30.0;320.0;14028.0;6927.0;2.5
30.0;320.0;14030.0;6928.0;2.5
30.0;320.0;14032.0;6929.0;2.5
30.0;320.0;14030.0;6928.0;2.5
30.0;320.0;14034.0;6929.0;2.5
30.0;320.0;14034.0;6929.0;2.5
30.0;320.0;14035.0;6929.0;2.5
30.0;320.0;14033.0;6929.0;2.5
30.0;320.0;14030.0;6930.0;2.5
30.0;320.0;14029.0;6929.0;2.5
30.0;320.0;14033.0;6929.0;2.5
30.0;320.0;14032.0;6931.0;2.5
30.0;320.0;14032.0;6928.0;2.5
30.0;320.0;14029.0;6929.0;2.5
30.0;320.0;14029.0;6928.0;2.5
30.0;320.0;14036.0;6929.0;2.5
30.0;320.0;14033.0;6930.0;2.5
30.0;320.0;14029.0;6930.0;2.5
30.0;320.0;14032.0;6928.0;2.5
30.0;320.0;14029.0;6930.0;2.5
30.0;320.0;14031.0;6929.0;2.5
30.0;320.0;14034.0;6931.0;2.5
30.0;320.0;14031.0;6931.0;2.5
30.0;320.0;14028.0;6931.0;2.5
30.0;320.0;14032.0;6930.0;2.5
30.0;320.0;14030.0;6929.0;2.5
30.0;320.0;14031.0;6929.0;2.5
30.0;320.0;14027.0;6929.0;2.5
30.0;320.0;14031.0;6930.0;2.5
30.0;320.0;14031.0;6930.0;2.5
30.0;320.0;14030.0;6930.0;2.5
30.0;320.0;14030.0;6931.0;2.5
30.0;320.0;14032.0;6931.0;2.5
30.0;320.0;14026.0;6930.0;2.5
30.0;100.0;98.0;55.0;3.0
30.0;100.0;98.0;103.0;3.0
30.0;100.0;98.0;175.0;3.0
30.0;100.0;99.0;272.0;3.0
30.0;100.0;100.0;381.0;3.0
30.0;100.0;103.0;499.0;3.0
30.0;100.0;108.0;624.0;3.0
30.0;100.0;113.0;751.0;3.0
30.0;100.0;120.0;872.0;3.0
30.0;100.0;127.0;980.0;3.0
30.0;100.0;133.0;1073.0;3.0
30.0;100.0;138.0;1155.0;3.0
30.0;100.0;142.0;1229.0;3.0
30.0;100.0;145.0;1295.0;3.0
30.0;100.0;146.0;1356.0;3.0
30.0;100.0;147.0;1410.0;3.0
30.0;100.0;149.0;1463.0;3.0
30.0;100.0;150.0;1514.0;3.0
30.0;100.0;149.0;1563.0;3.0
30.0;100.0;152.0;1610.0;3.0
30.0;100.0;152.0;1655.0;3.0
30.0;100.0;153.0;1698.0;3.0
30.0;100.0;152.0;1739.0;3.0
30.0;100.0;153.0;1778.0;3.0
30.0;100.0;155.0;1817.0;3.0
30.0;100.0;155.0;1855.0;3.0
30.0;100.0;158.0;1892.0;3.0
30.0;100.0;159.0;1924.0;3.0
30.0;100.0;160.0;1951.0;3.0
30.0;100.0;161.0;1978.0;3.0
30.0;100.0;163.0;2001.0;3.0
30.0;100.0;164.0;2026.0;3.0
30.0;100.0;165.0;2043.0;3.0
30.0;100.0;166.0;2059.0;3.0
30.0;100.0;167.0;2070.0;3.0
30.0;100.0;168.0;2080.0;3.0
30.0;100.0;168.0;2086.0;3.0
30.0;100.0;169.0;2091.0;3.0
30.0;100.0;170.0;2097.0;3.0
30.0;100.0;170.0;2101.0;3.0
30.0;100.0;171.0;2106.0;3.0
30.0;100.0;171.0;2108.0;3.0
30.0;100.0;171.0;2114.0;3.0
30.0;100.0;172.0;2116.0;3.0
30.0;100.0;171.0;2118.0;3.0
30.0;100.0;171.0;2117.0;3.0
30.0;100.0;172.0;2117.0;3.0
30.0;100.0;170.0;2116.0;3.0
30.0;100.0;172.0;2117.0;3.0
30.0;100.0;171.0;2117.0;3.0
30.0;100.0;172.0;2117.0;3.0
30.0;100.0;172.0;2119.0;3.0
30.0;100.0;172.0;2120.0;3.0
30.0;100.0;171.0;2123.0;3.0
30.0;100.0;172.0;2122.0;3.0
30.0;100.0;172.0;2123.0;3.0
30.0;100.0;171.0;2122.0;3.0
30.0;100.0;172.0;2124.0;3.0
30.0;100.0;171.0;2124.0;3.0
30.0;100.0;172.0;2125.0;3.0
30.0;100.0;171.0;2121.0;3.0
30.0;100.0;172.0;2117.0;3.0
30.0;100.0;172.0;2116.0;3.0
30.0;100.0;172.0;2116.0;3.0
30.0;100.0;171.0;2116.0;3.0
30.0;100.0;172.0;2115.0;3.0
30.0;100.0;172.0;2113.0;3.0
30.0;100.0;172.0;2116.0;3.0
30.0;100.0;172.0;2116.0;3.0
30.0;100.0;172.0;2115.0;3.0
30.0;100.0;172.0;2115.0;3.0
30.0;100.0;171.0;2115.0;3.0
30.0;100.0;172.0;2114.0;3.0
30.0;100.0;173.0;2114.0;3.0
30.0;100.0;172.0;2116.0;3.0
30.0;100.0;171.0;2116.0;3.0
30.0;100.0;171.0;2112.0;3.0
30.0;100.0;171.0;2111.0;3.0
30.0;100.0;171.0;2112.0;3.0
30.0;100.0;171.0;2111.0;3.0
30.0;100.0;172.0;2110.0;3.0
30.0;100.0;172.0;2110.0;3.0
30.0;100.0;172.0;2111.0;3.0
30.0;100.0;171.0;2111.0;3.0
30.0;100.0;171.0;2109.0;3.0
30.0;100.0;171.0;2108.0;3.0
30.0;100.0;172.0;2109.0;3.0
30.0;100.0;171.0;2109.0;3.0
30.0;100.0;172.0;2108.0;3.0
30.0;100.0;172.0;2109.0;3.0
30.0;100.0;172.0;2107.0;3.0
30.0;100.0;172.0;2109.0;3.0
30.0;100.0;171.0;2112.0;3.0
30.0;100.0;172.0;2110.0;3.0
30.0;100.0;172.0;2111.0;3.0
30.0;100.0;171.0;2110.0;3.0
30.0;150.0;1812.0;3484.0;3.0
30.0;150.0;1838.0;3506.0;3.0
30.0;150.0;1840.0;3503.0;3.0
30.0;150.0;1845.0;3501.0;3.0
30.0;150.0;1832.0;3493.0;3.0
30.0;150.0;1836.0;3497.0;3.0
30.0;150.0;1836.0;3500.0;3.0
30.0;150.0;1835.0;3500.0;3.0
30.0;150.0;1868.0;3512.0;3.0
30.0;150.0;1824.0;3487.0;3.0
30.0;150.0;1834.0;3497.0;3.0
30.0;150.0;1839.0;3497.0;3.0
30.0;150.0;1841.0;3479.0;3.0
30.0;150.0;1823.0;3477.0;3.0
30.0;150.0;1848.0;3489.0;3.0
30.0;150.0;1839.0;3491.0;3.0
30.0;150.0;1825.0;3478.0;3.0
30.0;150.0;1834.0;3487.0;3.0
30.0;150.0;1843.0;3487.0;3.0
30.0;150.0;1843.0;3479.0;3.0
30.0;150.0;1867.0;3492.0;3.0
30.0;150.0;1827.0;3462.0;3.0
30.0;150.0;1811.0;3474.0;3.0
30.0;150.0;1847.0;3504.0;3.0
30.0;150.0;1831.0;3487.0;3.0
30.0;150.0;1832.0;3489.0;3.0
30.0;150.0;1906.0;3527.0;3.0
30.0;150.0;1804.0;3455.0;3.0
30.0;150.0;1825.0;3481.0;3.0
30.0;150.0;1843.0;3495.0;3.0
30.0;150.0;1850.0;3494.0;3.0
30.0;150.0;1827.0;3479.0;3.0
30.0;150.0;1834.0;3487.0;3.0
30.0;150.0;1835.0;3489.0;3.0
30.0;150.0;1837.0;3489.0;3.0
30.0;150.0;1835.0;3486.0;3.0
30.0;150.0;1834.0;3486.0;3.0
30.0;150.0;1835.0;3475.0;3.0
30.0;150.0;1825.0;3479.0;3.0
30.0;150.0;1841.0;3490.0;3.0
30.0;150.0;1836.0;3486.0;3.0
30.0;150.0;1833.0;3485.0;3.0
30.0;150.0;1894.0;3527.0;3.0
30.0;150.0;1807.0;3462.0;3.0
30.0;150.0;1816.0;3465.0;3.0
30.0;150.0;1833.0;3483.0;3.0
30.0;150.0;1839.0;3487.0;3.0
30.0;150.0;1835.0;3484.0;3.0
30.0;150.0;1836.0;3484.0;3.0
30.0;150.0;1838.0;3487.0;3.0
30.0;150.0;1838.0;3489.0;3.0
30.0;150.0;1835.0;3501.0;3.0
30.0;150.0;1828.0;3473.0;3.0
30.0;150.0;1830.0;3481.0;3.0
30.0;150.0;1836.0;3483.0;3.0
30.0;150.0;1840.0;3491.0;3.0
30.0;150.0;1827.0;3473.0;3.0
30.0;150.0;1835.0;3502.0;3.0
30.0;150.0;1825.0;3456.0;3.0
30.0;150.0;1818.0;3468.0;3.0
30.0;150.0;1837.0;3487.0;3.0
30.0;150.0;1840.0;3490.0;3.0
30.0;150.0;1838.0;3475.0;3.0
30.0;150.0;1821.0;3476.0;3.0
30.0;150.0;1839.0;3490.0;3.0
30.0;150.0;1834.0;3476.0;3.0
30.0;150.0;1825.0;3478.0;3.0
30.0;150.0;1835.0;3486.0;3.0
30.0;150.0;1855.0;3503.0;3.0
30.0;150.0;1832.0;3465.0;3.0
30.0;150.0;1854.0;3486.0;3.0
30.0;150.0;1818.0;3469.0;3.0
30.0;150.0;1834.0;3483.0;3.0
30.0;150.0;1838.0;3485.0;3.0
30.0;150.0;1837.0;3484.0;3.0
30.0;150.0;1833.0;3477.0;3.0
30.0;150.0;1832.0;3481.0;3.0
30.0;150.0;1878.0;3496.0;3.0
30.0;150.0;1809.0;3459.0;3.0
30.0;150.0;1865.0;3491.0;3.0
30.0;150.0;1827.0;3473.0;3.0
30.0;150.0;1834.0;3481.0;3.0
30.0;150.0;1840.0;3477.0;3.0
30.0;150.0;1840.0;3470.0;3.0
30.0;150.0;1820.0;3469.0;3.0
30.0;150.0;1838.0;3481.0;3.0
30.0;150.0;1840.0;3479.0;3.0
30.0;150.0;1833.0;3477.0;3.0
30.0;150.0;1834.0;3477.0;3.0
30.0;150.0;1837.0;3481.0;3.0
30.0;200.0;5015.0;4605.0;3.0
30.0;200.0;5013.0;4605.0;3.0
30.0;200.0;5016.0;4604.0;3.0
30.0;200.0;5014.0;4604.0;3.0
30.0;200.0;5016.0;4603.0;3.0
30.0;200.0;5016.0;4603.0;3.0
30.0;200.0;5014.0;4604.0;3.0
30.0;200.0;5016.0;4606.0;3.0
30.0;200.0;5015.0;4605.0;3.0
30.0;200.0;5016.0;4605.0;3.0
30.0;200.0;5013.0;4605.0;3.0
30.0;200.0;5015.0;4604.0;3.0
30.0;200.0;5015.0;4604.0;3.0
30.0;200.0;5015.0;4603.0;3.0
30.0;200.0;5016.0;4603.0;3.0
30.0;200.0;5016.0;4602.0;3.0
30.0;200.0;5014.0;4602.0;3.0
30.0;200.0;5017.0;4600.0;3.0
30.0;200.0;5015.0;4599.0;3.0
30.0;200.0;5015.0;4599.0;3.0
30.0;200.0;5015.0;4599.0;3.0
30.0;200.0;5015.0;4598.0;3.0
30.0;200.0;5013.0;4598.0;3.0
30.0;200.0;5017.0;4599.0;3.0
30.0;200.0;5013.0;4601.0;3.0
30.0;200.0;5017.0;4604.0;3.0
30.0;200.0;5015.0;4606.0;3.0
30.0;200.0;5015.0;4607.0;3.0
30.0;200.0;5014.0;4606.0;3.0
30.0;200.0;5012.0;4604.0;3.0
30.0;200.0;5013.0;4603.0;3.0
30.0;200.0;5015.0;4602.0;3.0
30.0;200.0;5014.0;4603.0;3.0
30.0;200.0;5013.0;4602.0;3.0
30.0;200.0;5016.0;4604.0;3.0
30.0;200.0;5015.0;4605.0;3.0
30.0;200.0;5015.0;4605.0;3.0
30.0;200.0;5016.0;4608.0;3.0
30.0;200.0;5014.0;4608.0;3.0
30.0;200.0;5015.0;4607.0;3.0
30.0;200.0;5016.0;4607.0;3.0
30.0;200.0;5014.0;4606.0;3.0
30.0;200.0;5015.0;4607.0;3.0
30.0;200.0;5015.0;4606.0;3.0
30.0;200.0;5014.0;4608.0;3.0
30.0;200.0;5014.0;4606.0;3.0
30.0;200.0;5014.0;4606.0;3.0
30.0;200.0;5016.0;4606.0;3.0
30.0;200.0;5013.0;4605.0;3.0
30.0;200.0;5015.0;4605.0;3.0
30.0;200.0;5013.0;4604.0;3.0
30.0;200.0;5015.0;4604.0;3.0
30.0;200.0;5015.0;4606.0;3.0
30.0;200.0;5017.0;4604.0;3.0
30.0;200.0;5014.0;4604.0;3.0
30.0;200.0;5013.0;4603.0;3.0
30.0;200.0;5016.0;4604.0;3.0
30.0;200.0;5015.0;4603.0;3.0
30.0;200.0;5014.0;4603.0;3.0
30.0;200.0;5015.0;4605.0;3.0
30.0;200.0;5014.0;4604.0;3.0
30.0;200.0;5016.0;4604.0;3.0
30.0;200.0;5015.0;4603.0;3.0
30.0;200.0;5016.0;4602.0;3.0
30.0;200.0;5014.0;4602.0;3.0
30.0;200.0;5015.0;4602.0;3.0
30.0;200.0;5018.0;4604.0;3.0
30.0;200.0;5013.0;4603.0;3.0
30.0;200.0;5015.0;4604.0;3.0
30.0;200.0;5014.0;4602.0;3.0
30.0;200.0;5014.0;4602.0;3.0
30.0;200.0;5016.0;4603.0;3.0
30.0;200.0;5015.0;4604.0;3.0
30.0;200.0;5016.0;4604.0;3.0
30.0;200.0;5014.0;4604.0;3.0
30.0;200.0;5012.0;4604.0;3.0
30.0;200.0;5016.0;4605.0;3.0
30.0;200.0;5014.0;4603.0;3.0
30.0;200.0;5016.0;4605.0;3.0
30.0;200.0;5016.0;4605.0;3.0
30.0;200.0;5015.0;4607.0;3.0
30.0;200.0;5015.0;4608.0;3.0
30.0;200.0;5015.0;4607.0;3.0
30.0;200.0;5016.0;4607.0;3.0
30.0;200.0;5014.0;4606.0;3.0
30.0;200.0;5015.0;4605.0;3.0
30.0;200.0;5016.0;4604.0;3.0
30.0;200.0;5016.0;4603.0;3.0
30.0;200.0;5015.0;4603.0;3.0
30.0;200.0;5016.0;4604.0;3.0
30.0;200.0;5016.0;4604.0;3.0
30.0;200.0;5014.0;4605.0;3.0
30.0;200.0;5014.0;4604.0;3.0
30.0;200.0;5015.0;4603.0;3.0
30.0;200.0;5013.0;4602.0;3.0
30.0;200.0;5016.0;4603.0;3.0
30.0;250.0;8898.0;5735.0;3.0
30.0;250.0;8899.0;5737.0;3.0
30.0;250.0;8898.0;5735.0;3.0
30.0;250.0;8897.0;5735.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8900.0;5736.0;3.0
30.0;250.0;8896.0;5736.0;3.0
30.0;250.0;8896.0;5737.0;3.0
30.0;250.0;8898.0;5737.0;3.0
30.0;250.0;8897.0;5738.0;3.0
30.0;250.0;8899.0;5737.0;3.0
30.0;250.0;8896.0;5735.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8897.0;5734.0;3.0
30.0;250.0;8897.0;5733.0;3.0
30.0;250.0;8897.0;5734.0;3.0
30.0;250.0;8897.0;5732.0;3.0
30.0;250.0;8898.0;5733.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8896.0;5733.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8892.0;5734.0;3.0
30.0;250.0;8898.0;5737.0;3.0
30.0;250.0;8897.0;5735.0;3.0
30.0;250.0;8897.0;5735.0;3.0
30.0;250.0;8897.0;5736.0;3.0
30.0;250.0;8898.0;5736.0;3.0
30.0;250.0;8897.0;5736.0;3.0
30.0;250.0;8897.0;5735.0;3.0
30.0;250.0;8898.0;5736.0;3.0
30.0;250.0;8899.0;5736.0;3.0
30.0;250.0;8898.0;5736.0;3.0
30.0;250.0;8897.0;5735.0;3.0
30.0;250.0;8901.0;5735.0;3.0
30.0;250.0;8896.0;5735.0;3.0
30.0;250.0;8900.0;5734.0;3.0
30.0;250.0;8901.0;5734.0;3.0
30.0;250.0;8900.0;5734.0;3.0
30.0;250.0;8899.0;5734.0;3.0
30.0;250.0;8901.0;5735.0;3.0
30.0;250.0;8898.0;5735.0;3.0
30.0;250.0;8895.0;5735.0;3.0
30.0;250.0;8899.0;5735.0;3.0
30.0;250.0;8897.0;5736.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8896.0;5735.0;3.0
30.0;250.0;8896.0;5737.0;3.0
30.0;250.0;8896.0;5735.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8896.0;5734.0;3.0
30.0;250.0;8897.0;5733.0;3.0
30.0;250.0;8897.0;5733.0;3.0
30.0;250.0;8898.0;5734.0;3.0
30.0;250.0;8898.0;5733.0;3.0
30.0;250.0;8899.0;5734.0;3.0
30.0;250.0;8896.0;5734.0;3.0
